"","Local.time.in.Guelmim","T","P0","P","U","DD","Ff","ff10","WW","W.W.","c","VV","Td","Few clouds","Scattered clouds","Broken clouds","Overcast","cumulonimbus clouds","cumulus congestus of great vertical extent"
"3706","2014-09-14 12:00:00",31,736.7,762,29,"Wind blowing from the east-northeast",1,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3707","2014-09-14 14:00:00",34,734.7,759.7,23,"Wind blowing from the north-east",1,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3708","2014-09-14 15:00:00",34,734.7,759.7,26,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3709","2014-09-14 16:00:00",32,734.5,759.7,36,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3710","2014-09-14 17:00:00",32,734.5,759.7,36,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3711","2014-09-14 18:00:00",30,734.4,759.7,38,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3712","2014-09-15 06:00:00",20,734.3,760.5,73,"Wind blowing from the south-east",1,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3713","2014-09-15 07:00:00",21,733.6,759.7,69,"Wind blowing from the east-southeast",4,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3714","2014-09-15 08:00:00",22,733.7,759.7,61,"Wind blowing from the east",2,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3715","2014-09-15 09:00:00",26,734,759.7,48,"Wind blowing from the south-southeast",4,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3716","2014-09-15 10:00:00",29,733.6,759,37,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3717","2014-09-15 11:00:00",29,734.3,759.7,40,"Wind blowing from the west-northwest",5,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3718","2014-09-15 12:00:00",31,733.8,759,33,"Wind blowing from the west-northwest",1,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3719","2014-09-15 13:00:00",33,733.2,758.2,28,"Wind blowing from the south-west",1,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3720","2014-09-15 14:00:00",32,733.1,758.2,31,"Wind blowing from the west-northwest",4,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3721","2014-09-15 15:00:00",33,733.2,758.2,28,"Wind blowing from the west-northwest",1,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3722","2014-09-15 16:00:00",34,732.8,757.7,26,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3723","2014-09-15 17:00:00",34,732.8,757.7,26,"Wind blowing from the north-west",1,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3724","2014-09-15 18:00:00",34,732.8,757.7,26,"Wind blowing from the west-northwest",1,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3725","2014-09-16 06:00:00",19,732,758.2,64,"Wind blowing from the north-northeast",1,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3726","2014-09-16 07:00:00",20,732.1,758.2,56,"Wind blowing from the north-northeast",2,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3727","2014-09-16 08:00:00",22,733,759,50,"Wind blowing from the south-east",1,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3728","2014-09-16 09:00:00",25,733.3,759,39,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3729","2014-09-16 10:00:00",25,733.3,759,42,"Wind blowing from the west",3,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3730","2014-09-16 11:00:00",28,733.5,759,32,"Wind blowing from the west",5,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3731","2014-09-16 12:00:00",30,733.7,759,31,"Wind blowing from the west",4,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3732","2014-09-16 13:00:00",31,733,758.2,27,"Wind blowing from the west",6,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3733","2014-09-16 14:00:00",32,732.6,757.7,22,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",8,"0","0","0","0",0,0
"3734","2014-09-16 15:00:00",32,732.6,757.7,27,"Wind blowing from the west",8,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3735","2014-09-16 16:00:00",32,731.8,756.9,26,"Wind blowing from the west-northwest",8,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3736","2014-09-16 17:00:00",32,732.6,757.7,27,"Wind blowing from the west-northwest",7,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3737","2014-09-16 18:00:00",30,732.4,757.7,33,"Wind blowing from the north-west",4,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3738","2014-09-17 06:00:00",19,732.8,759,94,"Wind blowing from the south-west",2,NA,"","","Few clouds (10-30%) 180 m, broken clouds (60-90%) 6000 m","10.0 and more",18,"180","0","6000","0",0,0
"3739","2014-09-17 07:00:00",NA,NA,759,NA,"Wind blowing from the south-southeast",2,NA,"","","Few clouds (10-30%) 180 m, broken clouds (60-90%)2 000 540 m/17","10.0 and more",NA,"180","0","540","0",0,0
"3740","2014-09-17 08:00:00",20,732.8,759,88,"Wind blowing from the south-southeast",1,NA,"","","Few clouds (10-30%) 180 m, broken clouds (60-90%) 6000 m","10.0 and more",18,"180","0","6000","0",0,0
"3741","2014-09-17 09:00:00",23,733.1,759,74,"Wind blowing from the west",2,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",18,"480","6000","0","0",0,0
"3742","2014-09-17 10:00:00",26,733.4,759,61,"Wind blowing from the north-west",5,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",18,"480","6000","0","0",0,0
"3743","2014-09-17 11:00:00",26,733.4,759,51,"Wind blowing from the north-northeast",5,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",15,"480","0","6000","0",0,0
"3744","2014-09-17 12:00:00",28,732.7,758.2,45,"Wind blowing from the north-west",4,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",15,"480","0","6000","0",0,0
"3745","2014-09-17 13:00:00",29,732.8,758.2,40,"Wind blowing from the north",4,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",14,"480","0","6000","0",0,0
"3746","2014-09-17 14:00:00",29,732.3,757.7,40,"Wind blowing from the north-west",7,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",14,"480","6000","0","0",0,0
"3747","2014-09-17 15:00:00",29,732.3,757.7,43,"Wind blowing from the north-west",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",15,"480","0","0","0",0,0
"3748","2014-09-17 16:00:00",28,732.3,757.7,51,"Wind blowing from the west-northwest",8,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",17,"480","0","0","0",0,0
"3749","2014-09-17 17:00:00",27,732.2,757.7,51,"Wind blowing from the north-west",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"3750","2014-09-17 18:00:00",25,732,757.7,57,"Wind blowing from the north-northwest",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",16,"480","0","0","0",0,0
"3751","2014-09-18 06:00:00",18,732.7,759,83,"Wind blowing from the north",1,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3752","2014-09-18 07:00:00",18,732.7,759,83,"Wind blowing from the north-northwest",1,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3753","2014-09-18 08:00:00",20,733.5,759.7,73,"Wind blowing from the north-west",2,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3754","2014-09-18 09:00:00",22,733.7,759.7,65,"Wind blowing from the north-west",4,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",15,"480","0","0","0",0,0
"3755","2014-09-18 10:00:00",24,733.9,759.7,54,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",14,"480","0","0","0",0,0
"3756","2014-09-18 11:00:00",25,733.9,759.7,47,"Wind blowing from the north",5,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",13,"480","0","0","0",0,0
"3757","2014-09-18 12:00:00",26,733.4,759,45,"Wind blowing from the north-northeast",4,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",13,"480","0","0","0",0,0
"3758","2014-09-18 13:00:00",26,733.4,759,42,"Wind blowing from the north-northeast",5,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",12,"480","0","6000","0",0,0
"3759","2014-09-18 14:00:00",27,732.7,758.2,39,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",12,"480","0","6000","0",0,0
"3760","2014-09-18 15:00:00",27,732.2,757.7,39,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",12,"480","0","6000","0",0,0
"3761","2014-09-18 16:00:00",27,732.2,757.7,39,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",12,"480","0","6000","0",0,0
"3762","2014-09-18 17:00:00",25,732.5,758.2,47,"Wind blowing from the north-northwest",6,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",13,"480","0","6000","0",0,0
"3763","2014-09-18 18:00:00",24,733.2,759,54,"Wind blowing from the north-west",8,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",14,"480","0","6000","0",0,0
"3764","2014-09-19 06:00:00",15,733.1,759.7,88,"Wind blowing from the east",2,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m","10.0 and more",13,"480","0","6000","0",0,0
"3765","2014-09-19 07:00:00",16,733.2,759.7,88,"Wind blowing from the east-southeast",2,NA,"","","Few clouds (10-30%) 150 m, scattered clouds (40-50%) 3000 m","10.0 and more",14,"150","3000","0","0",0,0
"3766","2014-09-19 08:00:00",17,733.2,759.7,83,"Wind blowing from the north-northeast",1,NA,"","","Few clouds (10-30%) 150 m, scattered clouds (40-50%) 3000 m","10.0 and more",14,"150","3000","0","0",0,0
"3767","2014-09-19 09:00:00",20,733.5,759.7,73,"Wind blowing from the west",1,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3768","2014-09-19 10:00:00",22,733.7,759.7,65,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3769","2014-09-19 11:00:00",25,733.9,759.7,47,"Wind blowing from the west-southwest",1,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3770","2014-09-19 12:00:00",27,734.1,759.7,34,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3771","2014-09-19 13:00:00",28,733.5,759,32,"Calm, no wind",0,NA,"","","No Significant Clouds","10.0 and more",10,"0","0","0","0",0,0
"3772","2014-09-19 14:00:00",29,732.8,758.2,33,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3773","2014-09-19 15:00:00",28,732.7,758.2,40,"Wind blowing from the west",7,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3774","2014-09-19 16:00:00",27,732.7,758.2,42,"Wind blowing from the west-northwest",7,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3775","2014-09-19 17:00:00",26,733.4,759,48,"Wind blowing from the north-west",6,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3776","2014-09-19 18:00:00",25,733.3,759,47,"Wind blowing from the north-west",5,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3777","2014-09-20 06:00:00",18,734.8,761.2,78,"Wind blowing from the east",2,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3778","2014-09-20 07:00:00",18,734.1,760.5,78,"Wind blowing from the east",1,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3779","2014-09-20 08:00:00",20,735,761.2,64,"Wind blowing from the east",1,NA,"","","No Significant Clouds","10.0 and more",13,"0","0","0","0",0,0
"3780","2014-09-20 09:00:00",22,735.1,761.2,65,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",15,"0","0","0","0",0,0
"3781","2014-09-20 10:00:00",22,735.9,762,69,"Wind blowing from the west-southwest",4,NA,"","","No Significant Clouds","10.0 and more",16,"0","0","0","0",0,0
"3782","2014-09-20 11:00:00",25,736.2,762,51,"Wind blowing from the east",3,NA,"","","No Significant Clouds","10.0 and more",14,"0","0","0","0",0,0
"3783","2014-09-20 12:00:00",29,735.1,760.5,35,"Wind blowing from the south-east",7,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3784","2014-09-20 13:00:00",31,733.8,759,31,"Wind blowing from the south-east",4,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3785","2014-09-20 14:00:00",33,733.2,758.2,26,"Wind blowing from the south-east",3,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3786","2014-09-20 15:00:00",33,733.2,758.2,26,"Wind blowing from the south-east",3,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3787","2014-09-20 16:00:00",34,732.8,757.7,24,"Wind blowing from the south-southwest",5,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3788","2014-09-20 17:00:00",32,732.6,757.7,27,"Wind blowing from the west-northwest",4,NA,"","","No Significant Clouds","10.0 and more",11,"0","0","0","0",0,0
"3789","2014-09-20 18:00:00",31,733,758.2,31,"Wind blowing from the north-west",4,NA,"","","No Significant Clouds","10.0 and more",12,"0","0","0","0",0,0
"3790","2014-09-21 06:00:00",23,735.2,761.2,74,"Wind blowing from the south-east",6,NA,"","","Overcast (100%) 2400 m","8.0",18,"0","0","0","2400",0,0
"3791","2014-09-21 07:00:00",23,735.2,761.2,74,"Wind blowing from the east",6,NA,"","","No Significant Clouds","8.0",18,"0","0","0","0",0,0
"3792","2014-09-21 08:00:00",24,735.3,761.2,65,"Wind blowing from the east-southeast",9,14,"","","Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m","8.0",17,"0","600","2400","0",0,0
"3793","2014-09-21 09:00:00",23,736,762,74,"Wind blowing from the east-southeast",7,NA,"","","Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m","6.0",18,"0","600","2400","0",0,0
"3794","2014-09-21 10:00:00",24,736.9,762.8,69,"Wind blowing from the east",4,NA,"","","Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 2400 m","8.0",18,"0","600","2400","0",0,0
"3795","2014-09-21 11:00:00",26,736.3,762,65,"Wind blowing from the east",8,13,"","","Scattered clouds (40-50%) 600 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 2400 m","8.0",19,"0","600","2400","0",0,1
"3796","2014-09-21 12:00:00",24,736.1,762,69,"Wind blowing from the east-southeast",7,NA,"Thunderstorm","","Scattered clouds (40-50%) 600 m, cumulus congestus of great vertical extent , few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m","8.0",18,"900","600","3000","0",1,1
"3797","2014-09-21 13:00:00",23,736,762,74,"Wind blowing from the south-east",7,NA,"Thunderstorm","","Scattered clouds (40-50%) 600 m, cumulus congestus of great vertical extent , few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m","6.0",18,"900","600","3000","0",1,1
"3798","2014-09-21 14:00:00",21,735.8,762,88,"Wind blowing from the east",6,NA,"Thunderstorm, rain","","Broken clouds (60-90%) 600 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m","6.0",19,"900","0","3000","0",1,0
"3799","2014-09-21 15:00:00",21,735.8,762,88,"Wind blowing from the east",6,NA,"Thunderstorm, rain","","Broken clouds (60-90%) 600 m, cumulus congestus of great vertical extent , few clouds (10-30%) 2700 m, cumulonimbus clouds , broken clouds (60-90%) 3000 m","6.0",19,"2700","0","3000","0",1,1
"3800","2014-09-21 16:00:00",22,735.1,761.2,83,"Wind blowing from the east",8,NA,"","Thunderstorm","Broken clouds (60-90%) 600 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 3000 m","8.0",19,"0","0","3000","0",0,1
"3801","2014-09-21 17:00:00",23,734.5,760.5,78,"Wind blowing from the east",8,NA,"","","Scattered clouds (40-50%) 600 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 3000 m","8.0",19,"0","600","3000","0",0,1
"3802","2014-09-21 18:00:00",23,734.5,760.5,78,"Wind blowing from the east",6,NA,"","","Scattered clouds (40-50%) 600 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 3000 m","8.0",19,"0","600","3000","0",0,1
"3803","2014-09-22 06:00:00",20,735,761.2,94,"Wind blowing from the south-east",1,NA,"","","No Significant Clouds","10.0 and more",19,"0","0","0","0",0,0
"3804","2014-09-22 07:00:00",20,735.7,762,88,"Calm, no wind",0,NA,"","","No Significant Clouds","10.0 and more",18,"0","0","0","0",0,0
"3805","2014-09-22 08:00:00",27,736.3,762,58,"Wind blowing from the east",1,NA,"","","No Significant Clouds","10.0 and more",18,"0","0","0","0",0,0
"3806","2014-09-22 09:00:00",24,736.9,762.8,74,"Wind blowing from the south-east",2,NA,"","","No Significant Clouds","10.0 and more",19,"0","0","0","0",0,0
"3807","2014-09-22 10:00:00",25,736.9,762.8,69,"Wind blowing from the south-east",2,NA,"","","No Significant Clouds","10.0 and more",19,"0","0","0","0",0,0
"3808","2014-09-22 11:00:00",26,736.3,762,61,"Wind blowing from the south-southeast",3,NA,"","","No Significant Clouds","10.0 and more",18,"0","0","0","0",0,0
"3809","2014-09-22 12:00:00",27,736.3,762,58,"Wind blowing from the south",2,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m","10.0 and more",18,"600","3000","0","0",0,0
"3810","2014-09-22 13:00:00",28,735.6,761.2,55,"Wind blowing from the east",1,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m","10.0 and more",18,"600","3000","0","0",0,0
"3811","2014-09-22 14:00:00",30,735.1,760.5,49,"Wind blowing from the south",2,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m","10.0 and more",18,"600","3000","0","0",0,0
"3812","2014-09-22 15:00:00",30,734.4,759.7,46,"Wind blowing from the south-southwest",2,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m","10.0 and more",17,"600","3000","0","0",0,0
"3813","2014-09-22 16:00:00",31,734.4,759.7,43,"Wind blowing from the south-southwest",3,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m","10.0 and more",17,"600","3000","0","0",0,0
"3814","2014-09-22 17:00:00",30,734.4,759.7,49,"Wind blowing from the west-northwest",2,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m","10.0 and more",18,"600","3000","0","0",0,0
"3815","2014-09-22 18:00:00",28,734.2,759.7,51,"Wind blowing from the north-west",5,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m","10.0 and more",17,"600","3000","0","0",0,0
