Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
3/7/15 6:00,23,759.8,764.9,,15,,,no clouds, ,,,22.8,,,,,,,6,-5.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",18,,
3/7/15 9:00,23.1,761,766.1,1.2,14,,,no clouds, ,,,,,,,,,,6,-5.7,,,,,,
3/7/15 12:00,25.8,761.3,766.4,0.3,9,,,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,-10,,,,,,
3/7/15 15:00,27.5,760,765,-1.3,11,,,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,-5.3,,,,,,
3/7/15 18:00,22.3,759.8,764.9,-0.2,41,,,70 - 80%, ,,,,28.4,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,8.5,,,,,,
3/8/15 6:00,19.1,760,765.2,,34,,,50%, ,,,19.1,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,2.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",17,,
3/8/15 9:00,19.3,760.5,765.7,0.5,29,,,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,0.6,,,,,,
3/8/15 12:00,20.2,760.5,765.7,0,45,,,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,7.8,,,,,,
3/8/15 15:00,19.6,759.6,764.8,-0.9,36,,,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,4.1,,,,,,
3/8/15 18:00,19.3,759.3,764.5,-0.3,47,,,60%, ,,,,20.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,7.5,,,,,,
3/9/15 6:00,14.7,759.3,764.5,,56,,,"10%  or less, but not 0", ,,,14.5,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,5.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
3/9/15 9:00,16.3,760.1,765.3,0.8,56,,,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,7.5,,,,,,
3/9/15 12:00,19.6,760.6,765.8,0.5,59,,,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,11.2,,,,,,
3/9/15 15:00,19.7,759.6,764.8,-1,55,,,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,10.4,,,,,,
3/9/15 18:00,19.5,759.6,764.8,0,53,,,20-30%, ,,,,20.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,9.5,,,,,,
3/10/15 6:00,14.5,760.4,765.7,,55,,,no clouds, ,,,13.6,,,,,,,6,5.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
3/10/15 9:00,16.1,761.7,766.9,1.3,63,,,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,9.1,,,,,,
3/10/15 12:00,19,762.1,767.3,0.4,70,,,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,13.3,,,,,,
3/10/15 15:00,18.1,761.1,766.3,-1,79,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,14.4,,,,,,
3/10/15 18:00,17.6,761.1,766.3,,81,,,"90  or more, but not 100%", ,,,,19.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,14.2,,,,,,
3/11/15 6:00,13.5,762.4,767.7,,85,,,60%,Mist. ,,,13.5,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20-30%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",1.2,11,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
3/11/15 9:00,15.8,763.7,769,1.3,83,,,70 - 80%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",3,12.9,,,,,,
3/11/15 12:00,18.5,763.7,768.9,0,73,,,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",5,13.5,,,,,,
3/11/15 15:00,17.9,763,768.2,-0.7,77,,,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,13.8,,,,,,
3/11/15 18:00,16.3,763.1,768.3,0.1,81,,,60%, ,,,,18.8,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,13,,,,,,
3/12/15 6:00,13.6,762.8,768.1,,87,,,"90  or more, but not 100%", ,,,13.3,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,5,11.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
3/12/15 9:00,14.7,763.3,768.6,0.5,85,"Calm, no wind",0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,12.1,,,,,,
3/12/15 12:00,16.6,763,768.2,-0.3,73,Wind blowing from the north-west,1,no clouds, ,,,,,,,,,,6,11.8,,,,,,
3/12/15 15:00,17.3,762,767.2,-1,72,Wind blowing from the north-west,4,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,12.2,,,,,,
3/12/15 18:00,16.8,762,767.2,0,74,Wind blowing from the north-northeast,4,40%, ,,,,17.8,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,12.2,,,,,,
3/13/15 6:00,14.6,761,766.3,,82,"Calm, no wind",0,70 - 80%, ,,,13.8,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",9,,
3/13/15 9:00,15,761.2,766.5,0.2,76,Wind blowing from the north,3,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,5,10.8,,,,,,
3/13/15 12:00,16.3,761.4,766.6,0.2,71,Wind blowing from the north-west,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,11,,,,,,
3/13/15 15:00,16,760.2,765.4,-1.2,71,Wind blowing from the north-northwest,4,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,10.7,,,,,,
3/13/15 18:00,15.5,759.6,764.8,-0.6,70,Wind blowing from the north-northeast,4,"90  or more, but not 100%", ,,,,16.8,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7,10.1,,,,,,
3/14/15 6:00,14.6,757.5,762.7,,78,Wind blowing from the north,5,100%, ,,,14.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,10.8,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12,,
3/14/15 9:00,15.2,757.8,763,0.3,82,Wind blowing from the north,2,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,7,12.2,,,,,,
3/14/15 12:00,17.5,757.7,762.9,-0.1,66,Wind blowing from the west-northwest,3,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,11,,,,,,
3/14/15 15:00,17.4,757.3,762.5,-0.4,68,Wind blowing from the north-northwest,4,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,11.3,,,,,,
3/14/15 18:00,16.7,756.9,762.1,-0.4,73,Wind blowing from the north-northeast,2,20-30%, ,,,,17.6,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,11.7,,,,,,
3/15/15 6:00,14.6,756.6,761.8,,81,Wind blowing from the south-southwest,2,"90  or more, but not 100%", ,,,14,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,11.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",9,,
3/15/15 9:00,15.2,757.3,762.5,0.7,76,Wind blowing from the south-west,2,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,11,,,,,,
3/15/15 12:00,17.4,757.2,762.4,-0.1,69,Wind blowing from the west-northwest,4,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.7,,,,,,
3/15/15 15:00,18,756.7,761.9,-0.5,66,Wind blowing from the north,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.6,,,,,,
3/15/15 18:00,16.4,757.3,762.5,0.6,75,Wind blowing from the north-east,4,70 - 80%, ,,,,18.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12,,,,,,
3/16/15 6:00,14.7,756.9,762.1,,83,Wind blowing from the west,1,70 - 80%, ,,,14.4,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,11.9,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",11,,
3/16/15 9:00,15.4,758,763.2,1.1,81,Wind blowing from the north,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,12.1,,,,,,
3/16/15 12:00,16.7,758.1,763.3,0.1,66,Wind blowing from the north-northwest,4,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,10.3,,,,,,
3/16/15 15:00,17.2,758.2,763.4,0.1,64,Wind blowing from the north,4,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,10.2,,,,,,
3/16/15 18:00,16.2,758.4,763.6,0.2,68,Wind blowing from the north-northeast,5,50%, ,,,,17.4,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,10.3,,,,,,
3/17/15 6:00,13.7,758.3,763.6,,76,Wind blowing from the north-east,3,70 - 80%, ,,,13.4,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,9.6,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
3/17/15 9:00,14.8,759.6,764.8,1.3,63,Wind blowing from the north-northeast,4,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,7.7,,,,,,
3/17/15 12:00,16.1,759.9,765.1,0.3,58,Wind blowing from the north-northeast,5,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,7.9,,,,,,
3/17/15 15:00,17.3,759.1,764.3,-0.8,58,Wind blowing from the north-east,2,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9,,,,,,
3/17/15 18:00,16,758.9,764.1,-0.2,71,Wind blowing from the north-northwest,3,70 - 80%, ,,,,17.5,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.7,,,,,,
3/18/15 6:00,13.8,757.5,762.7,,70,Wind blowing from the north-northeast,5,50%, ,,,13.5,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,8.4,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",9,,
3/18/15 9:00,14.7,757.7,762.9,0.2,69,Wind blowing from the north-northeast,5,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","90  or more, but not 100%",300-600,,,10,9,,,,,,
3/18/15 12:00,15.5,757.7,762.9,0,65,Wind blowing from the north-northeast,5,70 - 80%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9,,,,,,
3/18/15 15:00,16.1,756.1,761.3,-1.6,70,Wind blowing from the north-northwest,3,70 - 80%,State of sky on the whole unchanged. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,10.6,,,,,,
3/18/15 18:00,15.4,755.4,760.6,-0.7,72,Wind blowing from the west,2,50%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,16.2,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,10.4,0.3,12,,,,
3/19/15 6:00,14.1,753.5,758.7,,76,Wind blowing from the north,3,60%, ,,,13.1,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,9.8,0.8,24,Surface of ground moist.,10,,
3/19/15 9:00,13.7,753.8,759,0.3,82,Wind blowing from the north,3,60%,Rain (not freezing) not falling as shower(s). ,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,10.6,,,,,,
